N,종목명,닉네임,작성시간,제목,내용,크롤링일자,형태소,긍정_형태소_수,부정_형태소_수,중립_형태소_수,감성_점수,감성,신뢰도
381,포스코인터내셔널,담덕님,3분 전,Jp모건 창구분석,와 이것도 모르고 나대는 인간도.있네요 1월 저점부터 그나마 주포창구 입니다 단타치는 놀이터논 모건창구 유심히 봐라 ㅎ 70만주 매수 금액이 정해지면 하루종일 노가다 매수입니다 게시판이 개인.놀이터 화풀이 장소 되버린 에너지가 중요시 되는 시장이 쉽지 않네요 ㅎ ㅎ 성투허세요,2026-02-11 13:42:45,"이것도, 모르고, 나대는, 인간도, 있네요, 저점부터, 그나마, 주포창구, 단타치는, 놀이터논",3,2,28,1,긍정,0.152
382,화천기계,마이너스의발,3분 전,ㅋ,화천 4천원에 산다는애들 한일철강가서 4천원에 사러가면되겟네ㅋㅋㅋㅋㅋㅋㅋㅋ,2026-02-11 13:42:45,"화천, 천원에, 산다는애들, 한일철강가서, 천원에, 사러가면되겟네",0,1,5,-2,부정,0.167
383,한화오션,mmmmm,3분 전,종토방 수다가 수다가,좀 조용히 좀 하고 낑겨져 있어라. 아주 시끄럽기가 하늘을 찌르고 있음. 니네 땜에 부정타서 못올라가고 있어,2026-02-11 13:42:46,"조용히, 하고, 낑겨져, 있어라, 아주, 시끄럽기가, 하늘을, 찌르고, 있음, 니네",1,0,13,2,긍정,0.071
384,이마트,쾌활한해외주식골키퍼,3분 전,퇴직금 반영으로 영익 낮아보이는 거,사실은 2000억 이득 컨센 2배상회,2026-02-11 13:42:46,"사실은, 이득, 컨센, 배상회",0,0,4,0,중립,0.0
385,이마트,래퍼뱃사공팬,3분 전,존버하면 그만이야 ㅋㅋ,존버를 이길 수 있는자는 없다 - 워렌버핏,2026-02-11 13:42:46,"존버를, 이길, 있는자는, 없다, 워렌버핏",1,1,3,0,중립,0.4
386,미래에셋증권,gabriel,3분 전,거짓 정보 투하중,그래!!! 꾼들~~그 아류들~~ 버스탄 것들!!! ~~~ flee as a bird~~~ 사랑하심으로 모든 걸 주신 분 그 이름으로 돌아가야 할 곳 그래!!! 고향!!!,2026-02-11 13:42:46,"그래, 꾼들, 아류들, 버스탄, 것들, 사랑하심으로, 모든, 주신, 이름으로, 돌아가야",0,0,12,0,중립,0.0
387,카카오뱅크,영도3대장,3분 전,이렇게 쉽게 줄놈들이 아닐낀데,장대 음봉 하나만 던져도 기존개미 신규개미 패닉보낼수도있을것같은 느낌,2026-02-11 13:42:46,"장대, 음봉, 하나만, 던져도, 기존개미, 신규개미, 패닉보낼수도있을것같은, 느낌",2,0,6,4,긍정,0.25
388,삼성전자,BNF,3분 전,매도벽 보고 누가 사냐 ㅋㅋㅋ,다던지네 에라...,2026-02-11 13:42:46,"다던지네, 에라",0,0,2,0,중립,0.0
389,지노믹트리,반토막계좌,3분 전,거래량 없이 가다가,몇달이 걸릴지 모르겠지만 갑자기 기사 띄우고 쩜상 패턴이네,2026-02-11 13:42:47,"몇달이, 걸릴지, 모르겠지만, 갑자기, 기사, 띄우고, 쩜상, 패턴이네",1,0,7,3,긍정,0.125
390,HMM,배부르다,3분 전,그나마 LG 자식들이 이익봐서 다행이지.,여기 hmm 자식 하나만 했음 클날뻔 했네.. 1째 LG전자 2째.LG 3째 LG 씨엔에스,2026-02-11 13:42:47,"자식, 하나만, 했음, 클날뻔, 했네, 전자, 씨엔에스",0,0,7,0,중립,0.0
391,대창솔루션,kh112747,3분 전,대솔,갈길이 바쁜데 매도 물량이 너무 많네!,2026-02-11 13:42:47,"갈길이, 바쁜데, 매도, 물량이, 너무, 많네",0,1,5,-1,부정,0.167
392,삼표시멘트,ㅋㅋㅋㅌㅌㅌㅌㅌ,3분 전,세력들 계획이란게 있겠죠??,급하게 낮추거나 혹은 급격하게 올라거나. 어제 2시 38분부터 급격하게 올리던데 이런게 세력인가 싶더라구요. 뭔가 계획에서 수정 되었는지 아님 이것도 계획인건지 이내 급추락. 참 개미들 입장에서는 어렵다. 정말...,2026-02-11 13:42:47,"급하게, 낮추거나, 혹은, 급격하게, 올라거나, 어제, 분부터, 급격하게, 올리던데, 이런게",2,0,23,4,긍정,0.08
393,신성에스티,drib,3분 전,쪼잔한 세력 ssakkii들,고양이 꾹꾹이짓하는것도 아니고. 아주 정성스럽게도 누른다,2026-02-11 13:42:47,"고양이, 꾹꾹이짓하는것도, 아니고, 아주, 정성스럽게도, 누른다",0,1,5,-1,부정,0.167
394,로킷헬스케어,빠른투자판단헌터,3분 전,호실적공시에도 외인&기관외면시 유대표의 유일한 선택..외자유치,"종토방선동꾼이 설치면 종목 망치는길. 줏가는 회사는 공시및실적으로 증명해야 외인&기관 매수세로 올린다. 모든 기술은 결국 숫자로 귀결된다. 기술혁명은 조정으로 끝나지않는다. 시대는 선택이고 타이밍은 기술이다 고로 프로는 품격의 티가나야한다 어떻게든. 누누이 언급했듯이 외인&연기금 눈독들여야만이 시총몇백조 ,주당몇십만원된다. 외인지분율 10%~15%정도 연기금 지속 매수(외인&연기금 외면시 외자유치뿐) 그때가 언제일런지.",2026-02-11 13:42:48,"종토방선동꾼이, 설치면, 종목, 망치는길, 줏가는, 회사는, 공시및실적으로, 증명해야, 외인, 기관",6,3,38,1,긍정,0.191
395,SK이터닉스,매물대치워라,3분 전,모래성같은 가짜 매물대로 장난질,개인들 혼란스럽게하고 물량 빼앗고 프로그램 슈팅ㅌㅌ 패턴 뻔하쥬 그냥 편하게 지켜볼께 주포형 보여줘,2026-02-11 13:42:48,"개인들, 혼란스럽게하고, 물량, 빼앗고, 프로그램, 슈팅, 패턴, 뻔하쥬, 그냥, 편하게",1,0,12,2,긍정,0.077
396,서남,클리너,3분 전,또 한 그릇하고 나갑니다,100밑에서 줍줍 할께요 종가30분전에 빠져나오세요,2026-02-11 13:42:48,"밑에서, 줍줍, 할께요, 종가, 분전에, 빠져나오세요",0,0,6,0,중립,0.0
397,휴젤,방가방가1,2분 전,다들 2시부터 긴장하세요,"실적 나오니, 매도 버튼 준비도 하시고요. 하회 하면 대응하기 힘들게 던집니다 그냥 -10% 가격에 매도 쳐버림. 11월4일 있었던일",2026-02-11 13:42:51,"실적, 나오니, 매도, 버튼, 준비도, 하시고요, 하회, 하면, 대응하기, 힘들게",0,2,14,-2,부정,0.125
398,SK하이닉스,신중한익절나비,2분 전,삼전에 밀리는게 아니라..,삼전이 언론플레이 엄청하구... 닉스는 잠수함 마냥 언론공시자제중이니까요.. 이게 마치 삼전이 더 핫하게 보일수 있는거지요.. 다만 보이는게 다가 아니죠.. 주가가 안빠지는데 그 만한 이유가 있는것입니다..,2026-02-11 13:42:51,"삼전이, 언론플레이, 엄청하구, 닉스는, 잠수함, 마냥, 언론공시자제중이니까요, 이게, 마치, 삼전이",0,2,20,-2,부정,0.091
399,신풍제약,wes9999x,2분 전,기렉같은 회사의 잡주...!!,할말을 잃었다.,2026-02-11 13:42:52,"할말을, 잃었다",0,0,2,0,중립,0.0
400,지엔씨에너지,쿄콩,2분 전,뺄때 스텝이..,앞으로 1.5걷다가..뒤고 2걸음씩 빼네.. 가랑비에 옷 젖는 느낌으로 ㅎㅎㅎ,2026-02-11 13:42:52,"앞으로, 걷다가, 뒤고, 걸음씩, 빼네, 가랑비에, 젖는, 느낌으로",0,0,8,0,중립,0.0
401,현대바이오,바다꾼,2분 전,견,신한공견들 악의축이넹 피똥사길,2026-02-11 13:42:52,"신한공견들, 악의축이넹, 피똥사길",0,0,3,0,중립,0.0
402,파트론,자앗자앗,2분 전,신고가 너에겐 그림의 떡이다,도도리가 적격이어라,2026-02-11 13:42:52,"도도리가, 적격이어라",0,0,2,0,중립,0.0
403,엔투텍,고무통과드럼통,2분 전,어이,니친구 앱튼은 나가리인데 니는 왜오르노 마지막 불꽃이가 마,2026-02-11 13:42:52,"니친구, 앱튼은, 나가리인데, 니는, 왜오르노, 마지막, 불꽃이가",0,0,7,0,중립,0.0
404,카카오페이,따뜻한시황가족,2분 전,물량 쌓아놓고…,저가매수하고 있는듯하네...,2026-02-11 13:42:53,"저가매수하고, 있는듯하네",1,0,1,1,긍정,0.5
405,아세아제지,진짜주주환원은,2분 전,쓰레기 탄거로 폭락하네. 피해액도 없다는데,회사전화하니 피해도 전무하다는덕 뉴스하나로 폭락하네,2026-02-11 13:42:53,"회사전화하니, 피해도, 전무하다는덕, 뉴스하나로, 폭락하네",0,2,3,-5,부정,0.4
406,씨엔플러스,Ric,2분 전,다른데 가서 놀아여 이거 시세 끝났다고 어제 이야기 해줌,이거 붙잡고 있어봐야 시세 안줘요 ㅋㅋㅋㅋ,2026-02-11 13:42:53,"이거, 붙잡고, 있어봐야, 시세, 안줘요",0,1,4,-1,부정,0.2
407,세미파이브,마이스터강,2분 전,이건 걔잡주여 이게 무슨 시총 구천억이냐,ㅋㅋㅋㅋㅋㅋ진짜 움직임보면 사면 잣되는구나 알지,2026-02-11 13:42:53,"진짜, 움직임보면, 사면, 잣되는구나, 알지",0,0,5,0,중립,0.0
408,글로벌에스엠,테리요미,2분 전,사요나라 ㅋㅋㅋㅋ 잣뎄다 진짜,끝 잘먹고갑니다 꺼억,2026-02-11 13:42:53,"잘먹고갑니다, 꺼억",1,0,1,1,긍정,0.5
409,브리지텍,신입,2분 전,예상보다,물량이 별로 없네요? 다들 만원 저 위를 보는건가요?ㅎ,2026-02-11 13:42:54,"물량이, 별로, 없네요, 다들, 만원, 위를, 보는건가요",0,1,6,-1,부정,0.143
410,센코,솔직한판단아이콘,2분 전,위에 매물 많긴한가봐 ㅋㅋ,바로 던져버리네 ㅋㅋ,2026-02-11 13:42:54,"바로, 던져버리네",0,0,2,0,중립,0.0
411,스맥,블랙호,2분 전,이번엔 며칠 빠질까요 ?????,이번에도 6천원 아래로 추락할까요? 아마 설전에 폭락 함 올듯... 그래야 미치거던여..,2026-02-11 13:42:54,"이번에도, 천원, 아래로, 추락할까요, 아마, 설전에, 폭락, 올듯, 그래야, 미치거던여",0,1,9,-3,부정,0.1
412,우리기술,흐뭇한종목시세번역가,2분 전,오늘 도움주셔서 감사합니다~!ㅎㅎ,:' 들어온지는 며칠 안됐지만.. 감사드립니다ㅎㅎ.. :',2026-02-11 13:42:54,"들어온지는, 며칠, 안됐지만, 감사드립니다",0,1,3,-1,부정,0.25
413,에이비엘바이오,마을촌장,2분 전,상한가로 간 놈은 굳건하게 지키고 있는데..,상한가 간다고 같이 갈 것처럼 하더니 요게 뭐야? 그릇이 너무 작다...,2026-02-11 13:42:54,"상한가, 간다고, 같이, 것처럼, 하더니, 요게, 뭐야, 그릇이, 너무, 작다",1,0,9,3,긍정,0.1
414,엘브이엠씨홀딩스,가보자주식,2분 전,내가 머라했냐 엘브는 4월부터다,이건 가망없는주다 1200원에 매수,2026-02-11 13:42:54,"이건, 가망없는주다, 원에, 매수",1,1,2,0,중립,0.5
415,SK하이닉스,주달맛집,2분 전,메릴린치야 너... 린치 한번 당해볼래~~!!!!!!!!!!!,"형이 손목아지 조심하랬지~~ ??? 공매 치려면, 이런 우량주는 건들지마라.. 몽아~~!!!!!1",2026-02-11 13:42:55,"형이, 손목아지, 조심하랬지, 공매, 치려면, 이런, 우량주는, 건들지마라, 몽아",0,1,8,-1,부정,0.111
416,현대차,수석팀장뽕브라,2분 전,반도체 소부장 조벙박을때 전고점 뚫자,3주 오르고 3주 조정 받았다 이제 올라가자 80넘어간다,2026-02-11 13:42:55,"오르고, 조정, 받았다, 이제, 올라가자, 넘어간다",1,1,4,1,긍정,0.333
417,이마트,대주거래자입니다,2분 전,혹시 이마트 코인인가요?,비트코인보다 핫하네요~,2026-02-11 13:42:55,"비트코인보다, 핫하네요",0,0,2,0,중립,0.0
418,LG전자,알바척살자,2분 전,진짜 더러워서 쥐꼬리만큼 먹고 간다,니가 그러니까 4위인거야. 망길만 남은거 아니냐?,2026-02-11 13:42:55,"니가, 그러니까, 위인거야, 망길만, 남은거, 아니냐",0,2,4,-4,부정,0.333
419,엘브이엠씨홀딩스,rlt,2분 전,‘60조 유령코인 사태’ 금융당국 감독 소홀·빗썸 내부통제 한계 드러나,"가상자산 거래소 빗썸의 60조원 규모 비트코인(BTC) 오지급 사태가 시스템 고도화 과정에서 발생한 기본적인 내부통제 부재 때문인 것으로 드러났다. 국회 정무위원회는 11일 긴급 현안질의를 열고 빗썸의 전산 시스템 취약성과 금융위원회·금융감독원 등 당국의 감독 소홀을 강하게 질타했다. 금융당국은 이번 사태를 계기로 거래소 등 가상자산 사업자에 금융회사 수준의 내부통제 의무를 부과하는 등 제도개선에 착수했다. 이날 현안질의 핵심은 빗썸의 내부통제 시스템이 왜 작동하지 않았느냐에 집중됐다. 이재원 빗썸 대표는 “거래소 운영 시스템 고도화 과정에서 기존에 탑재됐던 다중결제 시스템이 누락된 채 사고가 발생했다”며 “이벤트 설계 시 지급 한도 계정을 분리하지 못한 점도 인정한다”고 말했다. 앞서 지난 6일 발생한 사고로 오지급된 물량은 62만 BTC로, 당시 시세 기준 약 60조 원에 달한다. 빗썸이 실제 보유한 비트코인(약 4만2000개)의 15배에 달하는 ‘유령코인’이 장부상 발행된 셈이다. 더불어민주당 박상혁 의원의 “이론상 1000만 BTC도 오지급될 수 있었느냐”는 질의에 이 대표는 “이론상 그렇다”고 답해 시스템적 방어선이 부실했음을 시인했다. 금융당국의 안일한 감독체계도 비판의 대상이 됐다. 빗썸은 지난 2024년 7월 가상자산이용자보호법 시행 이후 수차례 점검을 받았으나, 이번 사고의 단초가 된 내부통제 취약점은 사전에 걸러지지 않았다. 민주당 김남근 의원은 “업비트 등 다른 거래소는 5분 단위 실시간 대사 시스템을 운영 중인데 빗썸은 하루 단위로 확인하고 있었다”며 “금융당국이 이런 격차를 왜 방치했느냐”고 질타했다. 이에 이찬진 금융감독원장은 “현행법상 내부통제 기준에 대한 강제력이 없는 제도적인 한계가 있다”면서도 “빗썸에 대해 10일부터 현장검사로 전환해 자금세탁방지 의무 위반 등을 면밀히 점검 중”이라고 밝혔다. 정부는 이번 사태를 ‘가상자산 시장 신뢰를 무너뜨린 엄중한 사건’으로 규정하고 고강도 제도 개선안을 내놨다. 권대영 금융위원회 부위원장은 업무보고를 통해 “금융사에 준하는 내부통제기준 마련을 의무화하고, 전산 사고 발생 시 거래소에 무과실 손해배상 책임을 부과하는 방안을 2단계 법안에 반영하겠다”고 보고했다. 주요 대책으로는 △외부 기관의 주기적인 가상자산 보유현황 점검 의무화 △실시간 자산 대사 시스템(POR) 도입 유도 △고액 거래 발생 시 이상거래탐지(STR) 체계 강화 등이 포함됐다. 특히 민주당 민병덕 의원 등이 지적한 ‘지급의무 확인제(POL)’ 등 기술적인 안전장치 도입도 적극 검토될 전망이다. 사후 수습도 난항이 예상된다. 빗썸은 현재 오지급된 62만 BTC 중 매도된 1788개(약 130억원 상당)를 아직 회수하지 못했다. 빗썸 측은 “미회수 물량은 회사 고유자산으로 우선 매입해 정합성을 맞췄다”고 설명했으나, 사고 직후 발생한 가격 급락(패닉셀)과 강제 청산 피해자들에 대한 구체적인 보상 범위 확정을 두고 진통이 이어질 전망이다.",2026-02-11 13:42:56,"가상자산, 거래소, 빗썸의, 조원, 규모, 비트코인, 오지급, 사태가, 시스템, 고도화",4,22,278,-27,부정,0.086
420,파미셀,오늘도개털이군,2분 전,선행스펜 빠저 나온다,그때는 늦으리 ㅋㅋㅋㅋ,2026-02-11 13:42:56,"그때는, 늦으리",0,0,2,0,중립,0.0
421,SK바이오사이언스,Ykk,2분 전,Sk개바사,불나서 없어지길 기원 26일 차. 사기꾼 회사야. ㅋ 수주 능력도 없고 기술도 없고 사기꾼이 하는짓? 남들 개발해 놓은거에 발 담그고 ㅋ 개나 소나 돈있으면 다하는 임상이나 대신 해주고 ㅋ 지들이 뭔 실력이나 있는것 처럼 자랑 질이나 하면서 다음 사기칠 밑 그림 그리겠지. 왜 ? 남은 돈이 3000억 정도겠지 ㅋ 1년 안에 주주님들 한테사기쳐야 ㅋ 또 몇년 호의호식하며 살테니까.,2026-02-11 13:42:56,"불나서, 없어지길, 기원, 사기꾼, 회사야, 수주, 능력도, 없고, 기술도, 없고",2,4,37,0,부정,0.14
422,에이프로젠,행복한남자,2분 전,주식 없는 king구라쟁이(구:주식king),에젠 685원 25만주 보유자라고 해서 인증요청 어제 추매한 내역 인증 그리고 현재 오늘 에젠 보유주식 및 평잔 인증 하세요~ 이것들 글 살지러 아는거냐~ㅋㅋㅋㅋ 에젠 포토샵 돌리고 있남~ㅋㅋㅋㅋ,2026-02-11 13:42:56,"에젠, 만주, 보유자라고, 해서, 인증요청, 어제, 추매한, 내역, 인증, 그리고",0,0,24,0,중립,0.0
423,인스웨이브,한화오션대주주,2분 전,피씨방에 사발면이나 납품해라,뻘짖 그만하고,2026-02-11 13:42:56,"뻘짖, 그만하고",0,0,2,0,중립,0.0
424,더본코리아,커여운까미,2분 전,코스피에 어묵을 넣지말라는 법이 있을까?,고정관념을 깨란 말이쥬~,2026-02-11 13:42:56,"고정관념을, 깨란, 말이쥬",0,0,3,0,중립,0.0
425,제주은행,찢두로를재판하라,2분 전,은행주 단타처먹는 유일한 넘,잡주은행 써글,2026-02-11 13:42:57,"잡주은행, 써글",0,0,2,0,중립,0.0
426,대창,123345,2분 전,영업이익 500억 넘음 ㄷㄷ 60%이상 상승,매출1.5조육박,2026-02-11 13:42:57,"매출, 조육박",0,0,2,0,중립,0.0
427,포스코퓨처엠,공감하면엄지척,2분 전,유진,이기업은 또 뭐냐 이것도 공매기업이네,2026-02-11 13:42:57,"이기업은, 뭐냐, 이것도, 공매기업이네",0,0,4,0,중립,0.0
428,센코,peterlch,2분 전,f휴머노이드 로봇의 진화,시각 청각 후각 촉각 다가져야 인간형 로봇이 됨,2026-02-11 13:42:57,"시각, 청각, 후각, 촉각, 다가져야, 인간형, 로봇이",0,0,7,0,중립,0.0
429,이마트,다담이,2분 전,좀 심하다,600프로가 애들 장난이냐 근데 기관하고 연기금은 뭐하는거야 방어안하고,2026-02-11 13:42:57,"프로가, 애들, 장난이냐, 근데, 기관하고, 연기금은, 뭐하는거야, 방어안하고",0,1,7,-1,부정,0.125
